timestamp,S_AU12Mean,S_AU12Variance,S_AU12ActivationFrequency,S_AU15MeanAmplitude,S_AU4MeanActivation,S_AU4DurationRatio,S_AU1AU2PeakIntensity,S_AU20ActivationRate,S_LipCompressionFrequency,S_BlinkRate,S_BlinkClusterDensity,S_BaselineEyeOpenness,S_GazeShiftFrequency,S_EyeContactRatio,S_DownwardGazeFrequency,S_MeanHeadVelocity,S_HeadVelocityPeak,S_HeadMotionEnergy,S_LandmarkDisplacementMean,S_PostureRigidityIndex,S_OverallAUVariance,S_FacialEmotionalRange,S_FacialTransitionFrequency,S_NearZeroAUActivationRatio,S_MotionEnergyFloorScore,S_GestureFrequency,S_MicroMotionEnergy,S_ShoulderElevationIndex,S_ResponseLatencyMean,S_SpeechOnsetDelay,S_NodOnsetLatency,S_PauseDurationMean,S_ExtendedSilenceRatio,S_ReactionTimeInstabilityIndex
1773053027.8464372,0.5461856965829405,0,1.0,0.08359984631622176,0.7703539967601075,1.0,1.0,1.0,0.0,0,0,0.11289046290107263,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1773053027.886005,0.5482549826563126,0.0,1.0,0.08357146028107783,0.7687122326467508,1.0,1.0,1.0,0.0,0.0,0.0,0.11328785382504784,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
1773053027.910188,0.5484959736368307,0.0,1.0,0.083551125321913,0.7685492599753724,1.0,1.0,1.0,0.0,0.0,0.0,0.11367871245715996,0.0,1.0,1.0,0.0007460115972475779,0.0010283486339844065,0.0037300579862378893,0.0005249465348773207,0.29999993292330057,3.21145864008876e-07,0.0006207858220116268,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0
1773053027.9327762,0.5499823592588222,0.0,1.0,0.08356579448501808,0.7679101823492744,1.0,1.0,1.0,0.0,0.0,0.0,0.11399054525160718,0.0,1.0,1.0,0.0008620091039109895,0.0011666018948958711,0.004310045519554947,0.0006839544720370487,0.5099999391005009,5.473821572020243e-07,0.0011276331915751978,0.0,0.0,0.657,0.0,5.249465348773207e-05,0.0,0.0,0.0,0.0,0.0,0.657,1.7751614723238163e-05
1773053027.963584,0.550004750385853,2.170743126676271e-06,1.0,0.08338641998413376,0.7681483215334333,1.0,1.0,1.0,0.0,0.0,0.0,0.11417698725756556,0.0,1.0,1.0,0.0007963476209755821,0.0010973216398808374,0.0039817381048779105,0.0006293067621612695,0.6569999455165696,9.322654073627083e-07,0.001928342036867162,0.0,0.0,0.7599,0.0,0.00012741383295999015,0.0,0.0,0.0,0.0,0.0,0.7599,3.001057863381599e-05
1773053027.9956992,0.5507425298414244,3.5117047443660407e-06,1.0,0.08355211429680831,0.767730434444506,1.0,1.0,1.0,0.0,0.0,0.0,0.11435291937862989,0.0,1.0,1.0,0.0009742958223013041,0.0012954389002042945,0.00487147911150652,0.0007788297552816642,0.7598999223287146,1.2430936518136153e-06,0.002495555566680756,0.0,0.0,0.8319300000000001,0.0,0.0001994821492165314,0.0,0.0,0.0,0.0,0.0,0.8319300000000001,3.442710088250559e-05
1773053028.0278718,0.5500563085081385,4.353631837440087e-06,1.0,0.08371877892700898,0.7660764155476376,1.0,1.0,1.0,0.0,0.0,0.0,0.11456720504537388,0.0,1.0,1.0,0.0011769345139650417,0.0016331558275881402,0.005884672569825208,0.0009444546636869517,0.8319298549359027,1.5562555717045952e-06,0.0031139388742216943,0.0,0.0,0.8823509999999999,0.0,0.0002704893806694371,0.0,0.0,0.0,0.0,0.0,0.8823509999999999,3.521875750871241e-05
1773053028.0601673,0.5530473664975318,7.750920425967086e-06,1.0,0.08395847039631638,0.7662346280854203,1.0,1.0,1.0,0.0,0.0,0.0,0.11472028732538458,0.0,1.0,1.0,0.0011977731959954406,0.0016334730498567807,0.005988865979977204,0.000955245362074769,0.8823508415384165,1.7228741127185605e-06,0.0035468071895003507,0.0,0.0,0.9176456999999998,0.0,0.00034197794595621693,0.0,0.0,0.0,0.0,0.0,0.9176456999999998,3.414394199367673e-05
1773053028.095664,0.5539546518262862,1.019953399671876e-05,1.0,0.08387197350007847,0.7643602697544568,1.0,1.0,1.0,0.0,0.0,0.0,0.11498000816232903,0.0,1.0,1.0,0.0011903071552561016,0.0016326323682431662,0.005951535776280508,0.0011013806563568273,0.9176455171255575,2.2707587570292876e-06,0.004541266007027654,0.0,0.0,0.9423519899999997,0.0,0.00040876222029881523,0.0,0.0,0.0,0.0,0.0,0.9423519899999997,3.219107785270481e-05
1773053028.1280067,0.5546080613820376,1.1876420828266263e-05,1.0,0.083996189237596,0.7614118087346667,1.0,1.0,1.0,0.0,0.0,0.0,0.11527577577820705,0.0,1.0,1.0,0.0014916636293990327,0.0019442589508261018,0.007458318146995163,0.001477270161898767,0.9423518243591085,3.0988084152296065e-06,0.005509572777923084,0.0,0.0,0.9596463929999997,0.0,0.000473404161091699,0.0,0.0,0.0,0.0,0.0,0.9596463929999997,3.059627379734912e-05
